Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Xavier Weaver (40835938),Xavier Weaver,40835938,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0.7
WR,Andre Baccellia (40835940),Andre Baccellia,40835940,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,1.5
WR,Zay Jones (40835942),Zay Jones,40835942,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,3.79
WR,Simi Fehoko (40835944),Simi Fehoko,40835944,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Jalen Virgil (40835946),Jalen Virgil,40835946,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Jalen Brooks (40835948),Jalen Brooks,40835948,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Tejhaun Palmer (40835950),Tejhaun Palmer,40835950,WR/FLEX,3000,JAX@ARI 11/23/2025 04:05PM ET,ARI,0
WR,Jack Bech (40835900),Jack Bech,40835900,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,1.72
WR,Dont'e Thornton Jr. (40835902),Dont'e Thornton Jr.,40835902,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,1.76
WR,Alex Bachman (40835904),Alex Bachman,40835904,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0.24
WR,DJ Turner (40835906),DJ Turner,40835906,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Justin Shorter (40835908),Justin Shorter,40835908,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Phillip Dorsett II (40835910),Phillip Dorsett II,40835910,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Shedrick Jackson (40835912),Shedrick Jackson,40835912,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,LV,0
WR,Isaiah Bond (40835914),Isaiah Bond,40835914,WR/FLEX,3000,CLE@LV 11/23/2025 04:05PM ET,CLE,2.78
