Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Andre Baccellia (41282378),Andre Baccellia,41282378,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,ARI,0.56
WR,Bryson Green (41282380),Bryson Green,41282380,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,ARI,0
WR,Trent Sherfield Sr. (41282382),Trent Sherfield Sr.,41282382,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,ARI,0.42
WR,Tejhaun Palmer (41282384),Tejhaun Palmer,41282384,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,ARI,0
WR,Ke'Shawn Williams (41282386),Ke'Shawn Williams,41282386,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,CIN,-0.1
WR,Charlie Jones (41282388),Charlie Jones,41282388,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,CIN,0.43
WR,Kendric Pryor (41282390),Kendric Pryor,41282390,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,CIN,0
WR,Xavier Johnson (41282392),Xavier Johnson,41282392,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,CIN,0
WR,Jordan Moore (41282394),Jordan Moore,41282394,WR/FLEX,3000,ARI@CIN 12/28/2025 01:00PM ET,CIN,0
WR,Isaiah Hodgins (41282180),Isaiah Hodgins,41282180,WR/FLEX,3000,NYG@LV 12/28/2025 04:05PM ET,NYG,5.14
WR,Gunner Olszewski (41282334),Gunner Olszewski,41282334,WR/FLEX,3000,NYG@LV 12/28/2025 04:05PM ET,NYG,0.98
WR,Dalen Cambre (41282336),Dalen Cambre,41282336,WR/FLEX,3000,NYG@LV 12/28/2025 04:05PM ET,NYG,0
WR,Jalin Hyatt (41282338),Jalin Hyatt,41282338,WR/FLEX,3000,NYG@LV 12/28/2025 04:05PM ET,NYG,1.06
